query id	subject id	% identity	alignment length	mismatches	gap opens	q. start	q. end	s. start	s. end	evalue	bit score	COG#	functional categories					COG protein description
jgi|MicpuN3v2|7421|wlab.237186.1	CDD:224108	33.696	276	130	10	249	518	17	245	1.77e-58	192	COG1187	J					16S rRNA uridine-516 pseudouridylate synthase and related pseudouridylate synthases
jgi|MicpuN3v2|7422|wlab.237183.1	CDD:223391	39.568	139	79	2	9	146	2	136	1.18e-42	136	COG0314	H					Molybdopterin converting factor, large subunit
jgi|MicpuN3v2|7426|wlab.237181.1	CDD:223589	28.470	281	168	9	35	290	1	273	2.55e-46	168	COG0515	R	T	K	L		Serine/threonine protein kinase
jgi|MicpuN3v2|7427|wlab.237180.1	CDD:223227	46.212	264	120	4	45	306	3	246	1.07e-105	306	COG0149	G					Triosephosphate isomerase
jgi|MicpuN3v2|7428|wlab.246953.1	CDD:226582	20.415	289	174	16	200	450	59	329	2.73e-06	47.5	COG4097	P					Predicted ferric reductase
jgi|MicpuN3v2|7431|wlab.246954.1	CDD:224054	28.996	269	175	6	24	288	12	268	1.80e-52	183	COG1131	V					ABC-type multidrug transport system, ATPase component
jgi|MicpuN3v2|7432|wlab.237176.1	CDD:223399	41.935	31	18	0	84	114	204	234	7.75e-04	37.3	COG0322	L					Nuclease subunit of the excinuclease complex
jgi|MicpuN3v2|7434|wlab.2249.1	CDD:223484	45.773	343	180	4	50	387	6	347	5.92e-134	384	COG0407	H					Uroporphyrinogen-III decarboxylase
jgi|MicpuN3v2|7435|wlab.237174.1	CDD:226274	28.319	113	63	5	235	332	136	245	1.32e-07	49.3	COG3751	O					Predicted proline hydroxylase
jgi|MicpuN3v2|7439|wlab.237167.1	CDD:225885	32.649	487	289	12	94	557	14	484	2.39e-127	379	COG3349	S					Uncharacterized conserved protein
jgi|MicpuN3v2|7440|wlab.237165.1	CDD:223831	30.088	113	57	2	1	112	166	257	6.04e-15	66.3	COG0760	O					Parvulin-like peptidyl-prolyl isomerase
jgi|MicpuN3v2|7441|wlab.237170.1	CDD:227425	38.843	121	70	2	21	137	12	132	1.42e-27	98.9	COG5094	K					Transcription initiation factor TFIID, subunit TAF9 (also component of histone acetyltransferase SAGA)
jgi|MicpuN3v2|7442|wlab.8715.1	CDD:225344	26.316	133	84	4	172	304	82	200	6.39e-15	74.1	COG2730	G					Endoglucanase
jgi|MicpuN3v2|7443|wlab.237166.1	CDD:223402	45.175	228	100	9	21	240	17	227	7.12e-77	229	COG0325	R					Predicted enzyme with a TIM-barrel fold
jgi|MicpuN3v2|7444|wlab.237171.1	CDD:223541	54.933	446	187	3	210	642	145	589	0.0	585	COG0465	O					ATP-dependent Zn proteases
jgi|MicpuN3v2|7446|wlab.237168.1	CDD:224054	31.646	237	135	6	48	283	15	225	3.50e-50	174	COG1131	V					ABC-type multidrug transport system, ATPase component
jgi|MicpuN3v2|7448|wlab.6648.1	CDD:227635	21.605	162	119	2	160	321	126	279	3.53e-14	68.7	COG5325	U					t-SNARE complex subunit, syntaxin
jgi|MicpuN3v2|744|wlab.232143.1	CDD:223560	25.610	164	63	7	1137	1292	5	117	1.89e-08	54.9	COG0484	O					DnaJ-class molecular chaperone with C-terminal Zn finger domain
jgi|MicpuN3v2|7450|wlab.245558.1	CDD:223403	40.928	711	325	11	50	758	5	622	0.0	647	COG0326	O					Molecular chaperone, HSP90 family
jgi|MicpuN3v2|7451|wlab.248611.1	CDD:223422	29.367	395	130	5	56	450	1	246	2.00e-65	209	COG0345	E					Pyrroline-5-carboxylate reductase
jgi|MicpuN3v2|7452|wlab.237160.1	CDD:224016	25.610	328	195	9	1	326	1	281	2.84e-43	147	COG1091	M					dTDP-4-dehydrorhamnose reductase
jgi|MicpuN3v2|7453|wlab.237159.1	CDD:227223	23.333	210	142	11	327	528	138	336	2.32e-06	47.7	COG4886	S					Leucine-rich repeat (LRR) protein
jgi|MicpuN3v2|7454|wlab.6651.1	CDD:227223	31.231	333	223	4	265	593	47	377	2.15e-40	151	COG4886	S					Leucine-rich repeat (LRR) protein
jgi|MicpuN3v2|7455|wlab.238035.1	CDD:225143	25.000	184	117	7	108	277	121	297	1.34e-09	58.4	COG2234	R					Predicted aminopeptidases
jgi|MicpuN3v2|7460|wlab.238030.1	CDD:223627	31.473	645	374	18	633	1240	216	829	1.71e-105	356	COG0553	K	L				Superfamily II DNA/RNA helicases, SNF2 family
jgi|MicpuN3v2|7461|wlab.238029.1	CDD:223608	23.729	472	290	12	126	582	29	445	1.08e-31	125	COG0534	V					Na+-driven multidrug efflux pump
jgi|MicpuN3v2|7462|wlab.238028.1	CDD:223738	28.477	151	99	4	62	205	62	210	3.59e-13	65.6	COG0666	R					FOG: Ankyrin repeat
jgi|MicpuN3v2|7466|wlab.238024.1	CDD:223728	27.861	201	127	7	4	195	5	196	5.58e-18	76.0	COG0655	R					Multimeric flavodoxin WrbA
jgi|MicpuN3v2|746|wlab.22249.1	CDD:227223	33.636	330	210	5	184	509	40	364	2.47e-42	155	COG4886	S					Leucine-rich repeat (LRR) protein
jgi|MicpuN3v2|7470|wlab.238022.1	CDD:224032	31.579	76	34	3	103	160	4	79	1.53e-05	42.4	COG1107	L					Archaea-specific RecJ-like exonuclease, contains DnaJ-type Zn finger domain
jgi|MicpuN3v2|7471|wlab.238021.1	CDD:227453	31.472	197	130	2	1	192	1	197	3.50e-38	128	COG5124	D	R				Protein predicted to be involved in meiotic recombination
jgi|MicpuN3v2|7472|wlab.238020.1	CDD:226809	23.288	73	54	1	156	226	113	185	7.93e-04	37.7	COG4372	S					Uncharacterized protein conserved in bacteria with the myosin-like domain
jgi|MicpuN3v2|7474|wlab.248133.1	CDD:223329	33.108	148	74	4	74	221	8	130	4.15e-14	63.8	COG0251	J					Putative translation initiation inhibitor, yjgF family
jgi|MicpuN3v2|7477|wlab.238016.1	CDD:227455	21.667	120	79	5	32	146	5	114	1.29e-05	42.7	COG5126	T	Z	D	R		Ca2+-binding protein (EF-Hand superfamily)
jgi|MicpuN3v2|7478|wlab.248134.1	CDD:223611	39.316	117	63	2	76	189	1	112	6.40e-34	114	COG0537	F	G	R			Diadenosine tetraphosphate (Ap4A) hydrolase and other HIT family hydrolases
jgi|MicpuN3v2|7479|wlab.238015.1	CDD:227506	22.554	368	209	12	996	1345	464	773	1.03e-17	87.0	COG5179	K					Transcription initiation factor TFIID, subunit TAF1
jgi|MicpuN3v2|747|wlab.8020.1	CDD:225201	17.316	231	139	5	320	550	111	289	4.37e-04	40.1	COG2319	R					FOG: WD40 repeat
jgi|MicpuN3v2|7480|wlab.238014.1	CDD:223619	47.244	127	64	2	137	263	82	205	2.00e-48	156	COG0545	O					FKBP-type peptidyl-prolyl cis-trans isomerases 1
jgi|MicpuN3v2|7481|wlab.238012.1	CDD:224169	37.234	470	274	8	51	515	1	454	6.00e-152	440	COG1249	C					Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component, and related enzymes
jgi|MicpuN3v2|7484|wlab.248632.1	CDD:227223	33.333	135	89	1	398	532	139	272	1.92e-19	87.7	COG4886	S					Leucine-rich repeat (LRR) protein
jgi|MicpuN3v2|7486|wlab.238009.1	CDD:224117	26.667	135	95	2	37	167	257	391	8.16e-04	39.7	COG1196	D					Chromosome segregation ATPases
jgi|MicpuN3v2|7488|wlab.238007.1	CDD:226562	27.612	134	88	6	128	260	11	136	1.22e-11	61.8	COG4076	R					Predicted RNA methylase
jgi|MicpuN3v2|7489|wlab.238008.1	CDD:223560	33.766	77	40	5	147	223	2	67	1.56e-09	56.9	COG0484	O					DnaJ-class molecular chaperone with C-terminal Zn finger domain
jgi|MicpuN3v2|7495|wlab.6671.1	CDD:223608	19.355	527	327	12	6	530	9	439	3.92e-10	59.2	COG0534	V					Na+-driven multidrug efflux pump
jgi|MicpuN3v2|7497|wlab.238001.1	CDD:223290	21.963	214	138	6	97	308	3	189	3.49e-28	106	COG0212	H					5-formyltetrahydrofolate cyclo-ligase
jgi|MicpuN3v2|7499|wlab.25067.1	CDD:224843	38.462	364	213	7	10	372	8	361	3.96e-104	309	COG1932	H	E				Phosphoserine aminotransferase
jgi|MicpuN3v2|749|wlab.22250.1	CDD:227223	32.628	331	220	3	426	755	50	378	2.37e-44	162	COG4886	S					Leucine-rich repeat (LRR) protein
jgi|MicpuN3v2|7507|wlab.25072.1	CDD:224747	21.245	273	158	11	40	302	39	264	1.22e-14	69.7	COG1834	E					N-Dimethylarginine dimethylaminohydrolase
jgi|MicpuN3v2|750|wlab.22251.1	CDD:227223	32.342	269	178	4	201	468	105	370	3.26e-35	132	COG4886	S					Leucine-rich repeat (LRR) protein
jgi|MicpuN3v2|7511|wlab.237996.1	CDD:223638	31.602	231	136	4	65	294	80	289	1.10e-50	167	COG0564	J					Pseudouridylate synthases, 23S RNA-specific
jgi|MicpuN3v2|7514|wlab.237993.1	CDD:223532	23.913	92	69	1	296	386	85	176	9.29e-12	60.4	COG0456	R					Acetyltransferases
jgi|MicpuN3v2|7515|wlab.25074.1	CDD:223589	36.184	152	89	4	969	1115	1	149	1.87e-32	128	COG0515	R	T	K	L		Serine/threonine protein kinase
jgi|MicpuN3v2|7517|wlab.237991.1	CDD:223595	39.583	144	76	3	157	299	5	138	7.42e-43	143	COG0521	H					Molybdopterin biosynthesis enzymes
jgi|MicpuN3v2|751|wlab.232141.1	CDD:227598	49.020	51	26	0	210	260	111	161	2.42e-21	91.4	COG5273	R					Uncharacterized protein containing DHHC-type Zn finger
jgi|MicpuN3v2|7521|wlab.237987.1	CDD:223677	32.597	362	197	9	54	409	5	325	1.59e-54	181	COG0604	C	R				NADPH:quinone reductase and related Zn-dependent oxidoreductases
jgi|MicpuN3v2|7522|wlab.237988.1	CDD:223426	29.915	117	65	3	161	277	52	151	6.89e-07	48.4	COG0349	J					Ribonuclease D
jgi|MicpuN3v2|7524|wlab.237986.1	CDD:223604	24.503	151	106	2	624	774	177	319	1.97e-12	66.1	COG0530	P					Ca2+/Na+ antiporter
jgi|MicpuN3v2|7527|wlab.237984.1	CDD:223680	28.571	91	60	1	46	131	17	107	7.79e-12	56.5	COG0607	P					Rhodanese-related sulfurtransferase
jgi|MicpuN3v2|7528|wlab.237983.1	CDD:227890	29.487	156	87	1	5	160	3	135	3.31e-34	114	COG5603	N					Subunit of TRAPP, an ER-Golgi tethering complex
jgi|MicpuN3v2|7529|wlab.237982.1	CDD:227623	41.414	198	113	3	685	879	261	458	1.99e-61	227	COG5307	R					SEC7 domain proteins
jgi|MicpuN3v2|7531|wlab.237981.1	CDD:223305	40.000	70	41	1	29	98	7	75	3.33e-16	66.2	COG0227	J					Ribosomal protein L28
jgi|MicpuN3v2|7532|wlab.237980.1	CDD:223780	24.090	357	162	18	45	390	3	261	3.74e-29	111	COG0708	L					Exonuclease III
jgi|MicpuN3v2|7533|wlab.237979.1	CDD:225030	30.097	206	113	2	76	280	3	178	1.10e-40	137	COG2119	S					Predicted membrane protein
jgi|MicpuN3v2|7535|wlab.6694.1	CDD:223528	23.837	344	211	10	61	390	5	311	2.93e-48	163	COG0451	M	G				Nucleoside-diphosphate-sugar epimerases
jgi|MicpuN3v2|7537|wlab.237976.1	CDD:225201	26.183	317	203	9	51	356	139	435	4.39e-19	87.1	COG2319	R					FOG: WD40 repeat
jgi|MicpuN3v2|7538|wlab.237975.1	CDD:225201	18.881	143	105	3	283	417	110	249	3.42e-07	50.5	COG2319	R					FOG: WD40 repeat
jgi|MicpuN3v2|7539|wlab.246053.1	CDD:225085	45.361	97	48	3	8	103	1	93	1.69e-16	66.3	COG2174	J					Ribosomal protein L34E
jgi|MicpuN3v2|7540|wlab.237974.1	CDD:227827	35.714	56	34	2	186	240	317	371	5.70e-09	52.7	COG5540	O					RING-finger-containing ubiquitin ligase
jgi|MicpuN3v2|7545|wlab.237970.1	CDD:223634	32.727	110	70	2	326	435	78	183	7.95e-18	79.3	COG0560	E					Phosphoserine phosphatase
jgi|MicpuN3v2|754|wlab.2570.1	CDD:223165	24.437	311	139	10	43	350	1	218	1.09e-50	166	COG0087	J					Ribosomal protein L3
jgi|MicpuN3v2|7550|wlab.237965.1	CDD:224129	20.227	440	252	12	3	442	2	342	1.94e-21	92.4	COG1208	M	J				Nucleoside-diphosphate-sugar pyrophosphorylase involved in lipopolysaccharide biosynthesis/translation initiation factor 2B, gamma/epsilon subunits (eIF-2Bgamma/eIF-2Bepsilon)
jgi|MicpuN3v2|7553|wlab.18022.1	CDD:223453	27.795	331	148	10	97	336	70	400	4.61e-45	161	COG0376	P					Catalase (peroxidase I)
jgi|MicpuN3v2|7555|wlab.237960.1	CDD:227427	22.299	435	286	15	80	486	72	482	2.61e-13	70.9	COG5096	U					Vesicle coat complex, various subunits
jgi|MicpuN3v2|7557|wlab.237958.1	CDD:224117	16.688	797	547	26	304	1052	186	913	2.39e-08	55.5	COG1196	D					Chromosome segregation ATPases
jgi|MicpuN3v2|755|wlab.232138.1	CDD:225201	25.545	321	220	10	2201	2509	126	439	3.97e-10	62.0	COG2319	R					FOG: WD40 repeat
jgi|MicpuN3v2|7560|wlab.237955.1	CDD:223116	33.721	344	186	7	248	591	114	415	2.94e-46	169	COG0038	P					Chloride channel protein EriC
jgi|MicpuN3v2|7563|wlab.237951.1	CDD:223959	25.000	256	156	7	1	239	5	241	1.05e-22	90.6	COG1028	I	Q	R			Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)
jgi|MicpuN3v2|7565|wlab.8727.1	CDD:225124	33.333	84	53	2	38	119	8	90	5.66e-08	51.0	COG2214	O					DnaJ-class molecular chaperone
jgi|MicpuN3v2|7570|wlab.25097.1	CDD:223373	26.054	664	407	22	124	762	23	627	9.67e-109	347	COG0296	G					1,4-alpha-glucan branching enzyme
jgi|MicpuN3v2|7571|wlab.237945.1	CDD:223318	49.245	331	165	2	124	454	2	329	7.85e-138	396	COG0240	C					Glycerol-3-phosphate dehydrogenase
jgi|MicpuN3v2|7578|wlab.237940.1	CDD:227355	27.742	155	103	3	1106	1257	739	887	1.68e-07	53.5	COG5022	Z					Myosin heavy chain
jgi|MicpuN3v2|7581|wlab.246043.1	CDD:227584	44.444	36	20	0	20	55	280	315	3.22e-06	46.8	COG5259	B	K				RSC chromatin remodeling complex subunit RSC8
jgi|MicpuN3v2|7582|wlab.237938.1	CDD:224145	53.626	455	203	3	1	454	3	450	0.0	626	COG1224	K					DNA helicase TIP49, TBP-interacting protein
jgi|MicpuN3v2|7583|wlab.237936.1	CDD:223193	34.884	301	173	7	92	390	5	284	1.77e-83	254	COG0115	E	H				Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase
jgi|MicpuN3v2|7584|wlab.237937.1	CDD:223092	45.806	751	348	17	2	745	1	699	0.0	860	COG0013	J					Alanyl-tRNA synthetase
jgi|MicpuN3v2|7585|wlab.237935.1	CDD:224019	37.255	51	30	1	136	186	110	158	6.68e-05	40.4	COG1094	R					Predicted RNA-binding protein (contains KH domains)
jgi|MicpuN3v2|7586|wlab.237934.1	CDD:227402	24.153	236	164	4	104	329	68	298	2.09e-09	54.9	COG5070	G	O	U			Nucleotide-sugar transporter
jgi|MicpuN3v2|7587|wlab.237933.1	CDD:227410	47.531	162	72	1	1	162	2	150	1.89e-68	202	COG5078	O					Ubiquitin-protein ligase
jgi|MicpuN3v2|7588|wlab.237932.1	CDD:227609	22.449	147	96	6	310	452	120	252	5.85e-05	41.7	COG5285	Q					Protein involved in biosynthesis of mitomycin antibiotics/polyketide fumonisin
jgi|MicpuN3v2|7590|wlab.237930.1	CDD:224037	28.947	342	147	10	726	1066	490	736	4.03e-33	135	COG1112	L					Superfamily I DNA and RNA helicases and helicase subunits
jgi|MicpuN3v2|7591|wlab.238036.1	CDD:227455	29.032	62	44	0	4567	4628	93	154	1.96e-04	42.3	COG5126	T	Z	D	R		Ca2+-binding protein (EF-Hand superfamily)
jgi|MicpuN3v2|7593|wlab.237927.1	CDD:224169	39.323	473	261	10	56	522	2	454	1.10e-147	428	COG1249	C					Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component, and related enzymes
jgi|MicpuN3v2|7594|wlab.237928.1	CDD:227455	29.577	71	50	0	1260	1330	84	154	2.56e-09	55.0	COG5126	T	Z	D	R		Ca2+-binding protein (EF-Hand superfamily)
jgi|MicpuN3v2|7596|wlab.25111.1	CDD:225921	20.913	263	156	14	452	699	44	269	1.81e-04	41.6	COG3386	G					Gluconolactonase
jgi|MicpuN3v2|7597|wlab.237925.1	CDD:226189	21.244	193	106	7	93	281	10	160	2.26e-09	52.8	COG3663	L					G:T/U mismatch-specific DNA glycosylase
jgi|MicpuN3v2|7599|wlab.25112.1	CDD:223300	53.906	128	55	2	51	178	1	124	4.50e-30	103	COG0222	J					Ribosomal protein L7/L12
jgi|MicpuN3v2|759|wlab.1214.1	CDD:224318	28.283	99	59	2	19	116	2	89	4.64e-15	64.3	COG1400	U					Signal recognition particle 19 kDa protein
jgi|MicpuN3v2|7602|wlab.237924.1	CDD:227354	33.143	350	178	15	2522	2861	544	847	2.23e-43	170	COG5021	O					Ubiquitin-protein ligase
jgi|MicpuN3v2|7603|wlab.237921.1	CDD:224923	46.250	80	43	0	125	204	1	80	4.45e-33	111	COG2012	K					DNA-directed RNA polymerase, subunit H, RpoH/RPB5
jgi|MicpuN3v2|7605|wlab.25115.1	CDD:223187	31.379	290	194	3	120	408	16	301	1.44e-57	190	COG0109	O					Polyprenyltransferase (cytochrome oxidase assembly factor)
jgi|MicpuN3v2|7606|wlab.237919.1	CDD:223796	20.000	195	148	7	64	253	105	296	2.11e-13	65.7	COG0724	R					RNA-binding proteins (RRM domain)
jgi|MicpuN3v2|7607|wlab.237918.1	CDD:227609	24.194	124	80	4	146	269	125	234	1.53e-13	66.7	COG5285	Q					Protein involved in biosynthesis of mitomycin antibiotics/polyketide fumonisin
jgi|MicpuN3v2|7609|wlab.237917.1	CDD:227792	26.817	399	262	10	68	462	9	381	5.50e-25	103	COG5505	S					Predicted integral membrane protein
jgi|MicpuN3v2|7610|wlab.237913.1	CDD:223587	34.845	419	254	7	200	611	1	407	8.78e-122	369	COG0513	L	K	J			Superfamily II DNA and RNA helicases
jgi|MicpuN3v2|7613|wlab.237915.1	CDD:225201	17.073	164	123	4	192	353	167	319	1.96e-08	53.2	COG2319	R					FOG: WD40 repeat
jgi|MicpuN3v2|7616|wlab.6733.1	CDD:225687	31.522	92	50	3	260	351	103	181	2.56e-13	65.5	COG3145	L					Alkylated DNA repair protein
jgi|MicpuN3v2|7618|wlab.237912.1	CDD:223669	23.418	316	190	6	148	463	19	282	3.59e-20	87.4	COG0596	R					Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily)
jgi|MicpuN3v2|7619|wlab.6736.1	CDD:225690	24.891	229	111	10	142	364	30	203	1.26e-08	52.1	COG3148	S					Uncharacterized conserved protein
jgi|MicpuN3v2|7620|wlab.248146.1	CDD:224422	31.674	723	416	20	5	724	1	648	4.25e-176	516	COG1505	E					Serine proteases of the peptidase family S9A
jgi|MicpuN3v2|7628|wlab.25119.1	CDD:223159	25.243	206	141	7	16	215	27	225	1.52e-36	125	COG0081	J					Ribosomal protein L1
jgi|MicpuN3v2|7629|wlab.238048.1	CDD:224185	32.673	101	64	1	323	419	122	222	4.42e-17	77.3	COG1266	R					Predicted metal-dependent membrane protease
jgi|MicpuN3v2|7631|wlab.237901.1	CDD:225201	20.253	237	170	9	199	434	181	399	6.74e-13	67.8	COG2319	R					FOG: WD40 repeat
jgi|MicpuN3v2|7633|wlab.237899.1	CDD:225491	30.588	85	52	3	301	380	394	476	8.59e-09	55.2	COG2940	R					Proteins containing SET domain
jgi|MicpuN3v2|7634|wlab.975.1	CDD:225687	23.864	88	48	4	99	181	108	181	2.20e-07	46.7	COG3145	L					Alkylated DNA repair protein
jgi|MicpuN3v2|7637|wlab.237896.1	CDD:223397	53.608	291	129	5	132	422	22	306	4.72e-150	425	COG0320	H					Lipoate synthase
jgi|MicpuN3v2|7639|wlab.248148.1	CDD:227827	41.270	63	33	4	674	734	314	374	3.62e-14	71.9	COG5540	O					RING-finger-containing ubiquitin ligase
jgi|MicpuN3v2|7643|wlab.248150.1	CDD:225660	23.392	171	111	6	1	170	61	212	6.92e-04	36.2	COG3118	O					Thioredoxin domain-containing protein
jgi|MicpuN3v2|7645|wlab.6747.1	CDD:224117	19.054	761	558	9	33	776	232	951	2.39e-10	62.8	COG1196	D					Chromosome segregation ATPases
jgi|MicpuN3v2|7646|wlab.248152.1	CDD:225333	28.967	397	212	12	23	418	1	328	2.71e-68	218	COG2706	G					3-carboxymuconate cyclase
jgi|MicpuN3v2|7647|wlab.25127.1	CDD:227392	41.901	284	148	6	1097	1373	58	331	6.34e-60	213	COG5059	Z					Kinesin-like protein
jgi|MicpuN3v2|7649|wlab.1903.1	CDD:224653	34.158	202	120	4	57	252	9	203	3.00e-47	153	COG1739	S					Uncharacterized conserved protein
jgi|MicpuN3v2|764|wlab.239717.1	CDD:225279	29.280	403	176	10	29	430	5	299	2.63e-64	216	COG2421	C					Predicted acetamidase/formamidase
jgi|MicpuN3v2|7650|wlab.248154.1	CDD:224229	38.333	60	32	2	369	424	39	97	1.35e-08	50.9	COG1310	R					Predicted metal-dependent protease of the PAD1/JAB1 superfamily
jgi|MicpuN3v2|7652|wlab.248702.1	CDD:223272	51.872	187	85	2	1	187	1	182	3.13e-85	246	COG0194	F					Guanylate kinase
jgi|MicpuN3v2|7655|wlab.237884.1	CDD:223619	31.818	88	51	3	83	166	94	176	2.45e-05	41.6	COG0545	O					FKBP-type peptidyl-prolyl cis-trans isomerases 1
jgi|MicpuN3v2|7656|wlab.237882.1	CDD:223796	23.370	184	132	3	632	813	32	208	9.49e-15	73.1	COG0724	R					RNA-binding proteins (RRM domain)
jgi|MicpuN3v2|7659|wlab.237880.1	CDD:223657	24.490	245	168	6	150	386	21	256	6.85e-20	85.7	COG0584	C					Glycerophosphoryl diester phosphodiesterase
jgi|MicpuN3v2|765|wlab.232133.1	CDD:224871	29.138	429	260	11	474	898	3	391	3.85e-55	193	COG1960	I					Acyl-CoA dehydrogenases
jgi|MicpuN3v2|7661|wlab.237878.1	CDD:226005	55.932	118	44	3	2	112	16	132	2.78e-49	150	COG3474	C					Cytochrome c2
jgi|MicpuN3v2|7663|wlab.237876.1	CDD:227602	35.076	459	254	13	2	432	1	443	7.98e-98	297	COG5277	Z					Actin and related proteins
jgi|MicpuN3v2|7665|wlab.231778.1	CDD:227431	31.138	167	78	7	158	295	258	416	4.88e-17	80.0	COG5100	Y					Nuclear pore protein
jgi|MicpuN3v2|7667|wlab.6754.1	CDD:223314	38.636	44	27	0	285	328	36	79	1.82e-06	42.3	COG0236	I	Q				Acyl carrier protein
jgi|MicpuN3v2|7668|wlab.237873.1	CDD:223358	30.222	450	230	19	198	644	19	387	6.65e-93	293	COG0281	C					Malic enzyme
jgi|MicpuN3v2|766|wlab.232131.1	CDD:223738	28.972	214	139	4	359	559	11	224	2.89e-25	102	COG0666	R					FOG: Ankyrin repeat
jgi|MicpuN3v2|7671|wlab.248157.1	CDD:223506	23.140	363	227	13	157	503	15	341	1.80e-25	104	COG0429	R					Predicted hydrolase of the alpha/beta-hydrolase fold
jgi|MicpuN3v2|7673|wlab.237871.1	CDD:226428	22.388	134	82	5	252	372	58	182	2.60e-04	40.1	COG3914	O					Predicted O-linked N-acetylglucosamine transferase, SPINDLY family
jgi|MicpuN3v2|7674|wlab.237870.1	CDD:223796	41.176	68	40	0	107	174	117	184	3.56e-11	59.6	COG0724	R					RNA-binding proteins (RRM domain)
jgi|MicpuN3v2|7677|wlab.8736.1	CDD:225136	23.967	242	132	12	54	261	15	238	1.26e-12	62.7	COG2226	H					Methylase involved in ubiquinone/menaquinone biosynthesis
jgi|MicpuN3v2|7678|wlab.237868.1	CDD:223648	25.581	301	181	4	125	423	2	261	1.44e-41	145	COG0575	I					CDP-diglyceride synthetase
jgi|MicpuN3v2|7681|wlab.6763.1	CDD:225605	21.637	171	122	3	244	407	49	214	3.10e-08	52.8	COG3063	N	U				Tfp pilus assembly protein PilF
jgi|MicpuN3v2|7683|wlab.237863.1	CDD:223374	33.975	571	268	15	168	721	1	479	2.80e-136	410	COG0297	G					Glycogen synthase
jgi|MicpuN3v2|7685|wlab.1905.1	CDD:227455	31.461	89	58	2	20	106	12	99	4.66e-06	40.4	COG5126	T	Z	D	R		Ca2+-binding protein (EF-Hand superfamily)
jgi|MicpuN3v2|7686|wlab.237861.1	CDD:223738	31.373	153	92	3	83	228	57	203	4.02e-13	66.4	COG0666	R					FOG: Ankyrin repeat
jgi|MicpuN3v2|768|wlab.232129.1	CDD:227489	28.571	217	138	5	270	486	374	573	1.07e-40	151	COG5160	O					Protease, Ulp1 family
jgi|MicpuN3v2|7691|wlab.237856.1	CDD:225201	19.767	258	157	9	373	630	154	361	5.32e-05	43.2	COG2319	R					FOG: WD40 repeat
jgi|MicpuN3v2|7692|wlab.237855.1	CDD:223560	50.000	64	32	0	27	90	7	70	1.46e-25	101	COG0484	O					DnaJ-class molecular chaperone with C-terminal Zn finger domain
jgi|MicpuN3v2|7694|wlab.25150.1	CDD:223951	28.322	459	265	11	20	473	241	640	3.73e-49	182	COG1020	Q					Non-ribosomal peptide synthetase modules and related proteins
jgi|MicpuN3v2|7696|wlab.237851.1	CDD:223441	31.669	641	249	16	15	643	9	472	9.98e-147	433	COG0364	G					Glucose-6-phosphate 1-dehydrogenase
jgi|MicpuN3v2|7699|wlab.248158.1	CDD:223604	20.343	408	229	8	81	488	8	319	6.20e-37	135	COG0530	P					Ca2+/Na+ antiporter
jgi|MicpuN3v2|769|wlab.22263.1	CDD:227511	27.838	370	220	11	74	400	60	425	1.37e-37	141	COG5184	D	Z				Alpha-tubulin suppressor and related RCC1 domain-containing proteins
jgi|MicpuN3v2|7701|wlab.237848.1	CDD:223112	47.755	490	221	12	88	570	4	465	0.0	599	COG0034	F					Glutamine phosphoribosylpyrophosphate amidotransferase
jgi|MicpuN3v2|7703|wlab.237846.1	CDD:227455	24.242	165	101	3	219	381	9	151	2.95e-07	47.7	COG5126	T	Z	D	R		Ca2+-binding protein (EF-Hand superfamily)
jgi|MicpuN3v2|7706|wlab.248159.1	CDD:227924	28.082	146	96	4	53	194	64	204	4.32e-25	95.0	COG5637	S					Predicted integral membrane protein
jgi|MicpuN3v2|7708|wlab.6778.1	CDD:225148	26.484	219	131	8	115	326	243	438	9.15e-19	83.9	COG2239	P					Mg/Co/Ni transporter MgtE (contains CBS domain)
jgi|MicpuN3v2|770|wlab.3554.1	CDD:227511	27.882	373	221	11	74	405	60	425	8.57e-35	134	COG5184	D	Z				Alpha-tubulin suppressor and related RCC1 domain-containing proteins
jgi|MicpuN3v2|7712|wlab.237839.1	CDD:227455	31.429	70	39	2	52	117	92	156	1.49e-04	39.2	COG5126	T	Z	D	R		Ca2+-binding protein (EF-Hand superfamily)
jgi|MicpuN3v2|7713|wlab.248546.1	CDD:223753	27.632	152	98	3	116	266	13	153	5.22e-14	65.8	COG0681	U					Signal peptidase I
jgi|MicpuN3v2|7715|wlab.237815.1	CDD:223303	47.590	166	81	3	98	263	1	160	6.91e-77	230	COG0225	O					Peptide methionine sulfoxide reductase
jgi|MicpuN3v2|7718|wlab.237817.1	CDD:223520	30.030	676	356	17	1	666	5	573	2.74e-110	346	COG0443	O					Molecular chaperone
jgi|MicpuN3v2|7719|wlab.248161.1	CDD:223233	33.392	569	310	12	60	624	7	510	1.56e-152	449	COG0155	P					Sulfite reductase, beta subunit (hemoprotein)
jgi|MicpuN3v2|771|wlab.232551.1	CDD:223989	23.179	151	80	5	1073	1222	275	390	4.06e-12	67.1	COG1061	K	L				DNA or RNA helicases of superfamily II
